ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;Unnamed: 34;Unnamed: 35;EXW;EXL;PSW;PSL;Unnamed: 36;Unnamed: 37;WPts;LPts;UBW;UBL;LBW;LBL
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Verdasco F.;Canas G.;52,0;70,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,7;2,1;;;1,7;1,8;;;1,667;2.1;;;1,65;2,15;1,725;2,18;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Horna L.;Clement A.;45,0;32,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,77;2,0;;;1,75;1,75;;;1,667;2.1;;;1,75;2,0;1,763;2,11;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Haas T.;Spadea V.;123,0;29,0;6,0;0,0;;;;;;;;;1,0;0,0;Retired;1,5;2,5;;;1,45;2,2;;;1,5;2.5;;;1,45;2,6;1,5;2,75;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Martin A.;Arazi H.;59,0;38,0;4,0;6,0;6,0;2,0;6,0;2,0;;;;;2,0;1,0;Completed;1,55;2,4;;;1,65;1,85;;;1,571;2.25;;;1,6;2,3;1,556;2,6;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Safin M.;Grosjean S.;21,0;10,0;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,45;2,65;;;1,3;2,7;;;1,364;3.0;;;1,45;2,6;1,408;3,1;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Rochus O.;Srichaphan P.;63,0;12,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,33;3,2;;;1,25;3,0;;;1,4;2.75;;;1,3;3,35;1,351;3,4;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Robredo T.;Dupuis A.;19,0;73,0;6,0;2,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,14;5,25;;;1,1;4,5;;;1,167;4.5;;;1,1;5,85;1,138;6,5;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Knowle J.;Ginepri R.;242,0;41,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,45;1,53;;;2,3;1,4;;;2,25;1.571;;;2,35;1,55;2,62;1,549;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Saretta F.;Abel M.;55,0;411,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,22;4,15;;;1,2;3,3;;;1,25;3.75;;;1,25;3,75;1,267;4,25;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Portas A.;Corretja A.;118,0;103,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,55;1,48;;;2,3;1,4;;;2,5;1.5;;;2,53;1,48;2,75;1,505;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Hrbaty D.;Ascione T.;35,0;91,0;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;1,83;1,9;;;1,7;1,8;;;1,667;2.1;;;1,87;1,87;1,8;2,05;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Coria G.;Almagro N.;3,0;133,0;3,0;6,0;6,0;4,0;7,0;5,0;;;;;2,0;1,0;Completed;1,06;8,0;;;1,05;5,0;;;1,071;7.5;;;1,05;7,75;1,095;8,75;;;;;;;;
27,0;Hamburg;Hamburg TMS;10/05/04;Masters;Outdoor;Clay;1st Round;3,0;Johansson J.;Philippoussis M.;50,0;13,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,55;1,48;;;2,2;1,45;;;2,375;1.533;;;2,35;1,55;2,81;1,49;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Gonzalez F.;Lopez F.;14,0;25,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,4;2,85;;;1,35;2,5;;;1,444;2.625;;;1,4;2,85;1,444;3,0;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Hewitt L.;Bjorkman J.;17,0;27,0;6,0;0,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,14;5,25;;;1,1;4,5;;;1,125;5.5;;;1,1;5,85;1,194;5,15;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Pavel A.;Saulnier C.;22,0;81,0;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,25;3,75;;;1,25;3,0;;;1,25;3.75;;;1,95;1,8;1,282;4,0;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Melzer J.;Massu N.;68,0;11,0;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;3,4;1,3;;;2,7;1,3;;;3,5;1.286;;;3,22;1,32;3,7;1,313;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Zabaleta M.;Soderling R.;28,0;48,0;3,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;1,33;3,2;;;1,35;2,5;;;1,286;3.5;;;1,35;3,1;1,385;3,25;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Hernandez O.;Schalken S.;93,0;16,0;5,0;1,0;;;;;;;;;0,0;0,0;Retired;2,3;1,6;;;2,2;1,45;;;2,25;1.571;;;2,15;1,65;2,41;1,621;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Burgsmuller L.;Schuettler R.;89,0;5,0;6,0;4,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;4,3;1,2;;;3,8;1,15;;;4,0;1.222;;;4,67;1,17;4,2;1,27;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Costa A.;Malisse X.;31,0;62,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,25;3,75;;;1,25;3,0;;;1,286;3.5;;;1,37;2,92;1,37;3,3;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Ljubicic I.;Verkerk M.;40,0;18,0;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,65;2,2;;;1,45;2,2;;;1,667;2.1;;;1,7;2,1;1,714;2,2;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Henman T.;Seppi A.;9,0;211,0;7,0;5,0;1,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,22;4,1;;;1,2;3,3;;;1,167;5.0;;;1,17;4,67;1,225;4,75;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Hanescu V.;Mirnyi M.;74,0;30,0;7,0;6,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;2,0;1,77;;;1,85;1,65;;;2,1;1.667;;;1,9;1,85;2,06;1,794;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Federer R.;Gaudio G.;1,0;34,0;6,0;1,0;5,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,33;3,2;;;1,3;2,7;;;1,333;3.25;;;1,4;2,75;1,333;3,55;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Ferrer D.;Nalbandian D.;57,0;6,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,55;1,48;;;2,7;1,3;;;2,75;1.4;;;2,6;1,45;2,87;1,465;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Youzhny M.;Kiefer N.;44,0;33,0;6,0;4,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;1,7;2,1;;;1,7;1,8;;;1,667;2.1;;;1,75;2,05;1,704;2,22;;;;;;;;
27,0;Hamburg;Hamburg TMS;11/05/04;Masters;Outdoor;Clay;1st Round;3,0;Moya C.;Sanchez D.;8,0;51,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,33;3,2;;;1,25;3,0;;;1,222;4.0;;;1,35;3,1;1,323;3,65;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Coria G.;Horna L.;3,0;45,0;6,0;2,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,12;6,0;;;1,15;3,8;;;1,125;5.5;;;1,15;5,2;1,125;7,25;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Safin M.;Sargsian S.;21,0;46,0;4,0;6,0;6,0;3,0;6,0;3,0;;;;;2,0;1,0;Completed;1,22;4,15;;;1,25;3,0;;;1,222;4.0;;;1,25;3,6;1,25;4,25;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Melzer J.;Labadze I.;68,0;49,0;6,0;1,0;6,0;0,0;;;;;;;2,0;0,0;Completed;2,1;1,7;;;1,9;1,6;;;2,1;1.667;;;2,1;1,7;2,13;1,752;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Saretta F.;Hernandez O.;55,0;93,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,67;2,15;;;1,6;1,9;;;1,615;2.2;;;1,65;2,15;1,73;2,17;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Ferrer D.;Hrbaty D.;57,0;35,0;6,0;0,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,7;2,1;;;1,75;1,75;;;1,667;2.1;;;1,75;2,0;1,645;2,35;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Robredo T.;Zabaleta M.;19,0;28,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,65;2,2;;;1,55;2,0;;;1,727;2.0;;;1,75;2,05;1,69;2,25;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Gonzalez F.;Knowle J.;14,0;242,0;0,0;6,0;6,0;4,0;6,0;2,0;;;;;2,0;1,0;Completed;1,12;6,0;;;1,15;3,8;;;1,111;6.0;;;1,15;5,2;1,154;6,0;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Hewitt L.;Haas T.;17,0;123,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;2,15;1,67;;;2,0;1,55;;;2,1;1.667;;;2,15;1,65;2,39;1,629;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Costa A.;Rochus O.;31,0;63,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,4;2,85;;;1,4;2,3;;;1,364;3.0;;;1,43;2,71;1,408;3,1;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Ljubicic I.;Hanescu V.;40,0;74,0;6,0;0,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;1,67;2,15;;;1,6;1,9;;;1,667;2.1;;;1,75;2,0;1,769;2,1;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Youzhny M.;Burgsmuller L.;44,0;89,0;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,28;3,5;;;1,25;3,0;;;1,4;2.75;;;1,35;3,1;1,364;3,35;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Pavel A.;Henman T.;22,0;9,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,55;2,4;;;1,55;2,0;;;1,615;2.2;;;1,5;2,45;1,556;2,6;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Moya C.;Martin A.;8,0;59,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,28;3,55;;;1,25;3,0;;;1,222;4.0;;;2,7;1,4;1,244;4,45;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Mayer F.;Portas A.;90,0;118,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,45;2,7;;;1,55;2,0;;;1,533;2.375;;;1,5;2,45;1,513;2,72;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Verdasco F.;Johansson J.;52,0;50,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,22;4,15;;;1,2;3,3;;;1,286;3.5;;;1,3;3,35;1,25;4,35;;;;;;;;
27,0;Hamburg;Hamburg TMS;12/05/04;Masters;Outdoor;Clay;2nd Round;3,0;Federer R.;Lapentti N.;1,0;67,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,14;5,4;;;1,1;4,5;;;1,083;7.0;;;1,1;6,25;1,125;7,25;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Melzer J.;Safin M.;68,0;21,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,2;1,35;;;2,5;1,35;;;3,25;1.333;;;3,1;1,35;3,45;1,351;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Ferrer D.;Costa A.;57,0;31,0;5,0;7,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;2,3;1,62;;;2,0;1,55;;;2,2;1.615;;;2,25;1,6;2,25;1,69;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Youzhny M.;Mayer F.;44,0;90,0;6,0;0,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,8;2,0;;;1,65;1,85;;;1,8;1.909;;;1,7;2,1;1,787;2,07;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Ljubicic I.;Pavel A.;40,0;22,0;4,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;2,85;1,4;;;2,5;1,35;;;2,625;1.444;;;2,75;1,42;3,3;1,37;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Federer R.;Gonzalez F.;1,0;14,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,33;3,3;;;1,15;3,8;;;1,25;3.75;;;1,25;3,75;1,308;3,75;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Hewitt L.;Saretta F.;17,0;55,0;6,0;4,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,36;3,15;;;1,25;3,0;;;1,286;3.5;;;1,4;2,85;1,377;3,3;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Moya C.;Verdasco F.;8,0;52,0;6,0;4,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,42;2,85;;;1,25;3,0;;;1,364;3.0;;;1,4;2,85;1,397;3,17;;;;;;;;
27,0;Hamburg;Hamburg TMS;13/05/04;Masters;Outdoor;Clay;3rd Round;3,0;Coria G.;Robredo T.;3,0;19,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,4;;;1,3;2,7;;;1,25;3.75;;;1,35;3,1;1,313;3,74;;;;;;;;
27,0;Hamburg;Hamburg TMS;14/05/04;Masters;Outdoor;Clay;Quarterfinals;3,0;Federer R.;Moya C.;1,0;8,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,45;2,75;;;1,45;2,35;;;1,4;2.75;;;1,5;2,45;1,476;2,82;;;;;;;;
27,0;Hamburg;Hamburg TMS;14/05/04;Masters;Outdoor;Clay;Quarterfinals;3,0;Hewitt L.;Melzer J.;17,0;68,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,6;;;1,5;2,2;;;1,571;2.25;;;1,55;2,4;1,559;2,6;;;;;;;;
27,0;Hamburg;Hamburg TMS;14/05/04;Masters;Outdoor;Clay;Quarterfinals;3,0;Coria G.;Ferrer D.;3,0;57,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,15;5,5;;;1,15;4,0;;;1,125;5.5;;;1,17;4,67;1,154;6,1;;;;;;;;
27,0;Hamburg;Hamburg TMS;14/05/04;Masters;Outdoor;Clay;Quarterfinals;3,0;Ljubicic I.;Youzhny M.;40,0;44,0;4,0;6,0;7,0;5,0;6,0;1,0;;;;;2,0;1,0;Completed;1,74;2,1;;;1,75;1,85;;;1,667;2.1;;;1,8;1,95;1,826;2,05;;;;;;;;
27,0;Hamburg;Hamburg TMS;15/05/04;Masters;Outdoor;Clay;Semifinals;3,0;Federer R.;Hewitt L.;1,0;17,0;6,0;0,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,25;3,95;;;1,25;3,2;;;1,286;3.5;;;1,32;3,56;1,274;4,15;;;;;;;;
27,0;Hamburg;Hamburg TMS;15/05/04;Masters;Outdoor;Clay;Semifinals;3,0;Coria G.;Ljubicic I.;3,0;40,0;3,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;1,13;6,0;;;1,1;4,8;;;1,111;6.0;;;1,13;6,41;1,138;6,75;;;;;;;;
27,0;Hamburg;Hamburg TMS;16/05/04;Masters;Outdoor;Clay;The Final;5,0;Federer R.;Coria G.;1,0;3,0;4,0;6,0;6,0;4,0;6,0;2,0;6,0;2,0;;;3,0;1,0;Completed;1,5;2,6;;;1,45;2,35;;;1,444;2.625;;;1,5;2,67;1,51;2,73;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;09/05/05;Masters;Outdoor;Clay;1st Round;3,0;Chela J.I.;Johansson T.;40,0;19,0;;;4,0;6,0;6,0;3,0;6,0;4,0;;;;;2;1,53;2,37;;;1,56;2,34;;;1,0;Completed;;;1,57;2,35;1,55;2,1;1,719;2,19;;;;;;
29,0;Hamburg;Hamburg TMS;09/05/05;Masters;Outdoor;Clay;1st Round;3,0;Youzhny M.;Beck K.;24,0;41,0;;;6,0;3,0;6,0;2,0;;;;;;;2;1,44;2,62;;;1,46;2,6;;;0,0;Completed;;;1,35;3,1;1,4;2,5;1,465;2,87;;;;;;
29,0;Hamburg;Hamburg TMS;09/05/05;Masters;Outdoor;Clay;1st Round;3,0;Ancic M.;Mayer F.;21,0;47,0;;;6,0;1,0;6,0;2,0;;;;;;;2;1,61;2,2;;;1,73;2,03;;;0,0;Completed;;;1,7;2,1;1,55;2,1;1,735;2,16;;;;;;
29,0;Hamburg;Hamburg TMS;09/05/05;Masters;Outdoor;Clay;1st Round;3,0;Rusedski G.;Petzschner P.;45,0;304,0;;;7,0;6,0;3,0;6,0;6,0;3,0;;;;;2;1,28;3,5;;;1,41;2,79;;;1,0;Completed;;;;;1,3;2,9;1,424;3,06;;;;;;
29,0;Hamburg;Hamburg TMS;09/05/05;Masters;Outdoor;Clay;1st Round;3,0;Grosjean S.;Johansson J.;27,0;12,0;;;6,0;1,0;6,0;4,0;;;;;;;2;1,36;3,0;;;1,36;2,97;;;0,0;Completed;;;1,37;3,0;1,35;2,7;1,376;3,26;;;;;;
29,0;Hamburg;Hamburg TMS;09/05/05;Masters;Outdoor;Clay;1st Round;3,0;Kiefer N.;Kohlschreiber P.;29,0;73,0;;;6,0;4,0;6,0;3,0;;;;;;;2;1,19;4,33;;;1,28;3,46;;;0,0;Completed;;;1,22;4,1;1,25;3,2;1,21;4,86;;;;;;
