ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;Unnamed: 34;Unnamed: 35;EXW;EXL;PSW;PSL;Unnamed: 36;Unnamed: 37;WPts;LPts;UBW;UBL;LBW;LBL
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Grosjean S.;Bjorkman J.;11,0;37,0;6,0;2,0;3,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;1,35;3,0;1,28;2,9;1,3;2,7;1,286;3,25;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Haas T.;Hrbaty D.;21,0;20,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,5;2,4;1,5;2,15;1,45;2,2;1,615;2,2;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Hewitt L.;di Pasquale A.;7,0;64,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,28;3,3;1,27;3,0;1,3;2,7;1,333;3,0;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Ilie A.;Balcells J.;58,0;60,0;4,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,2;1,6;;;1,9;1,6;2,25;1,571;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Johansson T.;Prinosil D.;23,0;29,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,5;2,4;1,45;2,35;1,35;2,5;1,5;2,5;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Kiefer N.;Pavel A.;32,0;22,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,65;2,1;1,7;1,85;1,6;1,9;1,667;2,1;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Lapentti N.;Schuettler R.;27,0;51,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,35;3,0;1,4;2,45;1,35;2,5;1,4;2,75;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Levy H.;Dupuis A.;39,0;77,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,75;1,95;;;1,75;1,75;1,667;2,1;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Martin A.;Medvedev A.;41,0;70,0;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Martin T.;Enqvist T.;33,0;14,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,55;1,45;2,3;1,45;2,2;1,45;2,625;1,444;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Mirnyi M.;Kuerten G.;54,0;1,0;6,0;3,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;4,25;1,18;4,65;1,1;4,5;1,1;4,5;1,167;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Norman M.;Rosset M.;9,0;65,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,57;2,25;1,45;2,3;1,5;2,1;1,667;2,1;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Pioline C.;Vinciguerra A.;43,0;34,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,1;1,65;1,95;1,65;1,75;1,75;2,2;1,615;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Portas A.;Voltchkov V.;42,0;31,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,25;3,5;1,23;3,23;1,2;3,2;1,25;3,5;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Rios M.;Moya C.;26,0;24,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,0;1,35;2,5;1,38;2,5;1,35;3,0;1,333;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Safin M.;Knippschild J.;2,0;93,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,28;3,25;1,28;2,95;1,3;2,7;1,3;3,2;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Santoro F.;Pozzi G.;52,0;57,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,33;3,1;1,36;2,57;1,35;2,5;1,4;2,75;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Squillari F.;Federer R.;19,0;18,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,8;1,9;1,85;1,71;1,75;1,75;1,833;1,833;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Ulihrach B.;Clement A.;45,0;12,0;7,0;5,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,7;2,0;1,73;1,83;1,75;1,75;1,615;2,2;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;1st Round;3,0;Vicente F.;Ferreira W.;46,0;16,0;6,0;4,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;2,05;1,68;1,9;1,7;1,85;1,65;2,1;1,667;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Arazi H.;Haas T.;28,0;21,0;2,0;6,0;7,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;2,2;1,6;2,05;1,57;2,0;1,55;2,2;1,615;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Costa A.;Ulihrach B.;53,0;45,0;4,0;6,0;6,0;1,0;2,0;1,0;;;;;1,0;1,0;Retired;1,67;2,05;1,72;1,85;1,7;1,8;1,615;2,2;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Escude N.;Pioline C.;36,0;43,0;6,0;4,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;2,0;1,7;2,0;1,6;2,1;1,5;2,0;1,727;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Ferrero J.C.;Levy H.;6,0;39,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,25;3,5;1,25;3,1;1,2;3,2;1,2;4,0;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Gambill J.M.;Rios M.;15,0;26,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,6;1,42;2,3;1,45;2,2;1,45;2,5;1,5;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Gaudio G.;Safin M.;40,0;2,0;6,0;0,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,5;1,45;2,4;1,42;2,3;1,4;2,5;1,5;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Grosjean S.;Calleri A.;11,0;75,0;3,0;6,0;7,0;5,0;6,0;2,0;;;;;2,0;1,0;Completed;1,67;2,05;1,55;2,1;1,6;1,9;1,615;2,2;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Hewitt L.;Vicente F.;7,0;46,0;3,0;6,0;6,0;2,0;6,0;4,0;;;;;2,0;1,0;Completed;1,25;3,5;1,27;3,0;1,2;3,2;1,286;3,25;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Ilie A.;Burgsmuller L.;58,0;96,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,5;2,4;1,5;2,2;1,45;2,2;1,5;2,5;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Johansson T.;Mirnyi M.;23,0;54,0;6,0;2,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,65;2,1;1,6;2,05;1,6;1,9;1,667;2,1;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Kiefer N.;Martin T.;32,0;33,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,58;2,2;1,6;2,0;1,65;1,85;1,571;2,25;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Lapentti N.;Corretja A.;27,0;13,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,55;1,45;2,2;1,5;2,1;1,5;2,75;1,4;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Martin A.;Calatrava A.;41,0;50,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,6;2,2;1,7;1,85;1,65;1,85;1,667;2,1;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Portas A.;Norman M.;42,0;9,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;2,25;1,55;2,2;1,5;2,1;1,5;2,25;1,571;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Santoro F.;Agassi A.;52,0;3,0;6,0;3,0;5,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;3,75;1,22;3,1;1,25;3,2;1,2;3,75;1,222;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;2nd Round;3,0;Squillari F.;Chang M.;19,0;35,0;6,0;2,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,45;2,5;1,47;2,25;1,4;2,3;1,533;2,375;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Costa A.;Escude N.;53,0;36,0;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,6;2,2;1,62;1,97;1,6;1,9;1,571;2,25;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Ferrero J.C.;Lapentti N.;6,0;27,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,33;3,0;1,33;2,7;1,3;2,7;1,333;3,0;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Hewitt L.;Ilie A.;7,0;58,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,25;3,5;1,25;3,1;1,25;3,0;1,286;3,25;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Johansson T.;Gambill J.M.;23,0;15,0;3,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;1,9;1,8;1,82;1,75;1,8;1,7;1,909;1,8;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Martin A.;Arazi H.;41,0;28,0;6,0;2,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,67;2,1;1,75;1,82;1,7;1,8;1,615;2,2;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Portas A.;Grosjean S.;42,0;11,0;6,0;3,0;4,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;2,0;1,7;1,95;1,65;1,85;1,65;2,0;1,727;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Santoro F.;Kiefer N.;52,0;32,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,0;1,7;1,95;1,65;1,8;1,7;2,1;1,667;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;3rd Round;3,0;Squillari F.;Gaudio G.;19,0;40,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;Quarterfinals;3,0;Costa A.;Santoro F.;53,0;52,0;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,53;2,3;1,55;2,1;1,5;2,1;1,533;2,375;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;Quarterfinals;3,0;Ferrero J.C.;Johansson T.;6,0;23,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,22;3,75;1,22;3,3;1,2;3,2;1,2;4,0;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;Quarterfinals;3,0;Hewitt L.;Squillari F.;7,0;19,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,42;2,6;1,4;2,45;1,4;2,3;1,444;2,625;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;Quarterfinals;3,0;Portas A.;Martin A.;42,0;41,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,9;1,8;;;1,75;1,75;1,833;1,833;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;Semifinals;3,0;Ferrero J.C.;Costa A.;6,0;53,0;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,38;2,8;1,4;2,45;1,4;2,3;1,364;2,875;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;Semifinals;3,0;Portas A.;Hewitt L.;42,0;7,0;3,0;6,0;7,0;5,0;6,0;2,0;;;;;2,0;1,0;Completed;2,8;1,38;2,75;1,32;2,5;1,35;3,0;1,333;;;;;;;;;;;;;;;;
31,0;Hamburg;Hamburg TMS;14/05/01;Masters;Outdoor;Clay;The Final;5,0;Portas A.;Ferrero J.C.;42,0;6,0;4,0;6,0;6,0;2,0;0,0;6,0;7,0;6,0;7,0;5,0;3,0;2,0;Completed;4,0;1,2;3,5;1,2;3,2;1,2;3,75;1,222;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Boutter J.;Montanes A.;60,0;54,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Canas G.;Malisse X.;16,0;37,0;7,0;5,0;1,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Chela J.I.;Philippoussis M.;25,0;132,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,42;2,55;1,45;2,2;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Corretja A.;Kafelnikov Y.;21,0;4,0;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Costa A.;Ferrero J.C.;19,0;9,0;2,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;3,0;1,35;2,9;1,32;2,5;1,35;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;El Aynaoui Y.;Santoro F.;18,0;23,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Federer R.;Lapentti N.;14,0;29,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,82;1,9;1,71;1,87;1,65;1,85;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Ferreira W.;Rochus O.;50,0;69,0;4,0;6,0;7,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Gonzalez F.;Vinck C.;44,0;229,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Grosjean S.;Gambill J.M.;10,0;45,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,26;3,5;1,25;3,35;1,3;2,7;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Haas T.;Burgsmuller L.;2,0;78,0;6,0;1,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,16;4,75;1,1;4,75;1,1;4,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Henman T.;Escude N.;6,0;27,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Hewitt L.;Kohlschreiber P.;1,0;426,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,04;8,25;1,04;7,25;1,03;5,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Johansson T.;Bjorkman J.;8,0;57,0;6,0;7,0;6,0;3,0;6,0;3,0;;;;;2,0;1,0;Completed;1,38;2,85;1,37;2,7;1,35;2,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Koubek S.;Dupuis A.;53,0;83,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Kuerten G.;Kiefer N.;7,0;58,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,18;4,3;1,2;3,75;1,2;3,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Mantilla F.;Enqvist T.;51,0;22,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,38;2,85;1,4;2,6;1,35;2,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Martin A.;Nalbandian D.;48,0;31,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,35;1,55;2,2;1,5;2,1;1,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Mirnyi M.;Sampras P.;39,0;11,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Moya C.;Youzhny M.;20,0;66,0;6,0;3,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Novak J.;Blake J.;15,0;38,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,48;2,5;1,45;2,4;1,45;2,2;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Pavel A.;Arthurs W.;26,0;93,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,3;3,3;1,27;3,2;1,3;2,7;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Phau B.;Portas A.;138,0;32,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;3,9;1,22;3,5;1,23;3,3;1,2;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Robredo T.;Squillari F.;35,0;63,0;0,0;6,0;6,0;2,0;6,0;1,0;;;;;2,0;1,0;Completed;1,55;2,35;1,45;2,45;1,4;2,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Roddick A.;Martin T.;13,0;41,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,28;3,4;1,18;3,7;1,3;2,7;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Safin M.;Sanguinetti D.;5,0;52,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,2;4,2;1,15;4,35;1,15;3,8;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Sanchez D.;Meligeni F.;72,0;56,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Schalken S.;Kratochvil M.;34,0;47,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Schuettler R.;Ljubicic I.;28,0;33,0;3,0;6,0;7,0;5,0;6,0;4,0;;;;;2,0;1,0;Completed;1,82;1,9;1,67;2,0;1,6;1,9;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Ulihrach B.;Arazi H.;42,0;40,0;4,0;0,0;;;;;;;;;0,0;0,0;Retired;1,48;2,5;1,45;2,35;1,45;2,2;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Voinea A.;Savolt A.;67,0;70,0;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;1st Round;3,0;Zabaleta M.;Clement A.;61,0;46,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,7;2,05;1,71;1,93;1,8;1,7;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Boutter J.;Corretja A.;60,0;21,0;5,0;7,0;7,0;5,0;6,0;2,0;;;;;2,0;1,0;Completed;2,75;1,4;2,8;1,32;2,7;1,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Canas G.;Gonzalez F.;16,0;44,0;2,0;6,0;7,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;1,6;2,2;1,57;2,1;1,5;2,1;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Chela J.I.;Sanchez D.;25,0;72,0;6,0;3,0;1,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;1,45;2,6;1,4;2,55;1,4;2,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;El Aynaoui Y.;Ferreira W.;18,0;50,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,43;2,5;1,4;2,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Federer R.;Ulihrach B.;14,0;42,0;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;1,62;2,2;1,45;2,4;1,5;2,1;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Haas T.;Schalken S.;2,0;34,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,22;3,9;1,2;3,75;1,2;3,3;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Hewitt L.;Phau B.;1,0;138,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,1;6,0;1,1;5,25;1,1;4,5;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Koubek S.;Costa A.;53,0;19,0;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;4,0;1,22;3,3;1,25;3,3;1,2;;;;;;;;;;;;;;;;;;
29,0;Hamburg;Hamburg TMS;13/05/02;Masters;Outdoor;Clay;2nd Round;3,0;Kuerten G.;Pavel A.;7,0;26,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,4;2,75;1,37;2,7;1,4;2,3;;;;;;;;;;;;;;;;;;
