ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,B&WW,B&WL,IWW,IWL,SBW,SBL
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,1st Round,3,Grosjean S.,Sanchez D.,11,45,6,3,6,2,,,,,,,2,0,Completed,,,1.13,4.25,1.2,3.3,1.222,3.75
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Henman T.,Gambill J.M.,13,35,7,5,6,2,,,,,,,2,0,Completed,2.25,1.571,2.17,1.48,1.9,1.6,2.375,1.533
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Hewitt L.,El Aynaoui Y.,1,22,4,6,7,5,6,2,,,,,2,1,Completed,1.2,4.333,1.11,4.5,1.2,3.3,1.2,4
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Stepanek R.,23,49,4,6,6,1,6,1,,,,,2,1,Completed,1.533,2.375,1.4,2.4,1.6,1.9,1.667,2.1
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Kiefer N.,Ancic M.,76,73,6,2,6,4,,,,,,,2,0,Completed,1.8,1.909,1.7,1.8,1.6,1.9,1.727,2
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Kuerten G.,Ivanisevic G.,24,684,6,2,6,4,,,,,,,2,0,Completed,1.125,5.5,1.1,4.65,1.1,4.5,1.1,6
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Lopez F.,Hrbaty D.,63,55,6,2,7,6,,,,,,,2,0,Completed,2.1,1.667,1.9,1.65,1.9,1.6,2,1.727
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Malisse X.,Ferrer D.,31,50,6,1,6,0,,,,,,,2,0,Completed,1.4,2.625,1.38,2.42,1.35,2.5,1.444,2.625
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Mirnyi M.,Ferreira W.,36,32,7,6,6,3,,,,,,,2,0,Completed,2,1.727,1.75,1.75,1.75,1.75,2.1,1.667
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Moya C.,Chang M.,5,119,6,0,6,3,,,,,,,2,0,Completed,1.125,5.5,1.04,6.25,1.1,4.5,1.083,7
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Novak J.,Beck K.,8,75,6,4,7,5,,,,,,,2,0,Completed,1.286,3.5,1.17,3.7,1.2,3.3,1.222,3.75
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,1st Round,3,Philippoussis M.,Pavel A.,72,28,6,3,6,4,,,,,,,2,0,Completed,1.4,2.75,1.3,2.85,1.35,2.5,1.364,2.875
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Rios M.,Gaudio G.,29,20,4,0,,,,,,,,,0,0,Retired,1.444,2.625,1.3,2.85,1.45,2.2,1.4,2.75
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Robredo T.,Nieminen J.,27,34,6,2,0,1,,,,,,,1,0,Retired,1.667,2.1,1.58,1.97,1.6,1.9,1.571,2.25
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Rochus O.,Santoro F.,66,44,6,1,2,6,6,3,,,,,2,1,Completed,2.375,1.533,2.25,1.45,1.9,1.6,2.5,1.5
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,1st Round,3,Roddick A.,Enqvist T.,6,69,6,4,6,4,,,,,,,2,0,Completed,,,1.46,2.2,1.55,2,1.615,2.2
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Safin M.,Koubek S.,7,53,3,6,6,3,7,5,,,,,2,1,Completed,1.222,4,1.09,4.7,1.15,3.8,1.167,4.5
19,Indian Wells,Pacific Life Open,10/03/03,Masters,Outdoor,Hard,1st Round,3,Schalken S.,Vicente F.,14,57,6,2,6,3,,,,,,,2,0,Completed,1.333,3.25,1.23,3.2,1.25,3,1.333,3
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Schuettler R.,Arthurs W.,15,48,6,4,7,6,,,,,,,2,0,Completed,1.5,2.5,1.5,2,1.4,2.3,1.5,2.5
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Spadea V.,Srichaphan P.,56,12,6,3,6,4,,,,,,,2,0,Completed,2.625,1.444,2.4,1.4,2.1,1.5,2.5,1.5
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Vahaly B.,Gonzalez F.,82,21,2,6,6,3,6,4,,,,,2,1,Completed,,,1.98,1.57,2,1.55,2.25,1.571
19,Indian Wells,Pacific Life Open,11/03/03,Masters,Outdoor,Hard,1st Round,3,Zabaleta M.,Youzhny M.,38,26,7,6,6,1,,,,,,,2,0,Completed,2,1.727,1.8,1.7,1.85,1.65,2.1,1.667
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,2nd Round,3,Blake J.,Chela J.I.,25,30,6,1,6,4,,,,,,,2,0,Completed,1.571,2.25,1.49,2.16,1.55,2,1.5,2.5
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Calleri A.,Henman T.,41,13,6,4,7,6,,,,,,,2,0,Completed,2.375,1.533,1.96,1.59,2.1,1.5,2.25,1.571
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Coria G.,Corretja A.,33,17,6,2,6,1,,,,,,,2,0,Completed,1.727,2,1.72,1.78,1.75,1.75,1.727,2
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,2nd Round,3,Ginepri R.,Novak J.,80,8,,,,,,,,,,,,,Walkover,3.5,1.286,3.2,1.23,3,1.25,3.5,1.25
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Grosjean S.,Malisse X.,11,31,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,1.37,2.45,1.4,2.3,1.364,2.875
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,2nd Round,3,Hewitt L.,Kafelnikov Y.,1,23,6,3,6,2,,,,,,,2,0,Completed,1.167,4.5,1.14,4.05,1.2,3.3,1.143,5
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Kuerten G.,Federer R.,24,4,7,5,7,6,,,,,,,2,0,Completed,2.25,1.571,2.45,1.37,2.2,1.45,2.25,1.571
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Mirnyi M.,Rios M.,36,29,6,3,6,3,,,,,,,2,0,Completed,2.25,1.571,2.05,1.55,1.9,1.6,2.2,1.615
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,2nd Round,3,Moya C.,Clement A.,5,43,6,0,6,2,,,,,,,2,0,Completed,1.286,3.5,1.21,3.35,1.3,2.7,1.286,3.25
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Robredo T.,Schalken S.,27,14,5,7,6,2,6,0,,,,,2,1,Completed,2.1,1.667,2.1,1.51,2,1.55,2.1,1.667
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Rochus O.,Costa A.,66,9,5,7,6,4,6,4,,,,,2,1,Completed,2.2,1.615,1.98,1.57,1.9,1.6,2.25,1.571
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Lopez F.,6,63,6,4,6,3,,,,,,,2,0,Completed,1.286,3.5,1.17,3.7,1.25,3,1.286,3.25
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Safin M.,Philippoussis M.,7,72,6,4,6,3,,,,,,,2,0,Completed,1.533,2.375,1.53,2.08,1.6,1.9,1.533,2.375
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Schuettler R.,Zabaleta M.,15,38,6,3,6,3,,,,,,,2,0,Completed,1.727,2,1.7,1.8,1.6,1.9,1.727,2
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Spadea V.,Kiefer N.,56,76,6,3,6,2,,,,,,,2,0,Completed,1.727,2,1.65,1.9,1.75,1.75,1.8,1.9
19,Indian Wells,Pacific Life Open,12/03/03,Masters,Outdoor,Hard,2nd Round,3,Vahaly B.,Ferrero J.C.,82,3,6,4,3,6,6,3,,,,,2,1,Completed,3.75,1.25,4,1.15,3,1.25,3.75,1.222
19,Indian Wells,Pacific Life Open,14/03/03,Masters,Outdoor,Hard,3rd Round,3,Blake J.,Moya C.,25,5,5,7,6,3,6,2,,,,,2,1,Completed,2.25,1.571,2.17,1.48,1.9,1.6,2.2,1.615
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,3rd Round,3,Ginepri R.,Safin M.,80,7,6,0,6,1,,,,,,,2,0,Completed,4.5,1.167,4,1.15,3,1.25,4,1.2
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,3rd Round,3,Hewitt L.,Coria G.,1,33,6,7,6,4,6,3,,,,,2,1,Completed,1.222,4,1.22,3,1.2,3.3,1.2,4
19,Indian Wells,Pacific Life Open,14/03/03,Masters,Outdoor,Hard,3rd Round,3,Kuerten G.,Calleri A.,24,41,6,4,7,5,,,,,,,2,0,Completed,1.444,2.625,1.37,2.45,1.4,2.3,1.444,2.625
19,Indian Wells,Pacific Life Open,14/03/03,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Grosjean S.,6,11,7,6,2,6,7,6,,,,,2,1,Completed,1.727,2,1.58,1.97,1.75,1.75,1.667,2.1
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,3rd Round,3,Schuettler R.,Mirnyi M.,15,36,6,3,6,4,,,,,,,2,0,Completed,1.727,2,1.46,2.2,1.65,1.85,1.667,2.1
19,Indian Wells,Pacific Life Open,14/03/03,Masters,Outdoor,Hard,3rd Round,3,Spadea V.,Rochus O.,56,66,6,4,4,6,6,2,,,,,2,1,Completed,1.667,2.1,1.5,2.2,1.55,2,1.667,2.1
19,Indian Wells,Pacific Life Open,13/03/03,Masters,Outdoor,Hard,3rd Round,3,Vahaly B.,Robredo T.,82,27,6,2,7,5,,,,,,,2,0,Completed,2.25,1.571,2.28,1.43,2,1.55,2.2,1.615
19,Indian Wells,Pacific Life Open,14/03/03,Masters,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Ginepri R.,1,80,6,4,6,2,,,,,,,2,0,Completed,1.143,5,1.07,5.4,1.15,3.8,1.125,5.5
19,Indian Wells,Pacific Life Open,15/03/03,Masters,Outdoor,Hard,Quarterfinals,3,Kuerten G.,Blake J.,24,25,4,6,6,4,6,0,,,,,2,1,Completed,1.727,2,1.75,1.75,1.85,1.65,1.727,2
19,Indian Wells,Pacific Life Open,15/03/03,Masters,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Roddick A.,15,6,6,3,6,2,,,,,,,2,0,Completed,2.375,1.533,2.45,1.37,1.85,1.65,2.25,1.571
19,Indian Wells,Pacific Life Open,14/03/03,Masters,Outdoor,Hard,Quarterfinals,3,Spadea V.,Vahaly B.,56,82,6,3,6,2,,,,,,,2,0,Completed,1.833,1.833,1.66,1.88,1.65,1.85,1.833,1.833
19,Indian Wells,Pacific Life Open,15/03/03,Masters,Outdoor,Hard,Semifinals,3,Hewitt L.,Spadea V.,1,56,7,6,6,1,,,,,,,2,0,Completed,1.083,7,1.08,5,1.15,3.8,1.1,6
19,Indian Wells,Pacific Life Open,16/03/03,Masters,Outdoor,Hard,Semifinals,3,Kuerten G.,Schuettler R.,24,15,6,2,3,6,6,2,,,,,2,1,Completed,1.615,2.2,1.45,2.25,1.65,1.85,1.57,2.25
19,Indian Wells,Pacific Life Open,16/03/03,Masters,Outdoor,Hard,The Final,3,Hewitt L.,Kuerten G.,1,24,6,1,6,1,,,,,,,2,0,Completed,1.36,3,1.36,2.5,1.3,2.7,1.364,3
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
