ATP;Location;Tournament;Date;Series;Court;Surface;Surface_WinRate_Favorite;Surface_WinRate_Not_Favorite;Surface_Matches_Favorite;Surface_Matches_Not_Favorite;Round;Round_Code;Best of;Player_Favorite;Player_Not_Favorite;WinStreak_Favorite;WinStreak_Not_Favorite;Win_Streak_Diff;Rank_Favorite;Rank_Not_Favorite;Rank_Diff_Signed;Rank_Diff_Abs;Favorite_Wins;GrandSlams_Favorite;GrandSlams_Not_Favorite;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,7142857142857143;0,6;21;5;1st Round;1;5;novak j.;ancic m.;0;0;0;10,0;74,0;-64,0;64,0;1;0;0;novak j.;ancic m.;10,0;74,0;3,0;6,0;6,0;3,0;5,0;7,0;6,0;2,0;6,0;2,0;3,0;2,0;Completed;1,28;3,6;;;1,25;3,0;1,25;3,5;1,286;3,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,6923076923076923;0,375;13;8;1st Round;1;5;youzhny m.;dupuis a.;0;0;0;36,0;64,0;-28,0;28,0;0;0;0;dupuis a.;youzhny m.;64,0;36,0;5,0;7,0;6,0;4,0;3,0;6,0;6,0;3,0;7,0;5,0;3,0;2,0;Completed;3,6;1,28;;;3,0;1,25;3,25;1,286;3,25;1,333;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,4;0,0;5;1;1st Round;1;5;nieminen j.;mahut n.;0;0;0;39,0;114,0;-75,0;75,0;1;0;0;nieminen j.;mahut n.;39,0;114,0;6,0;2,0;6,0;4,0;7,0;5,0;;;;;3,0;0,0;Completed;1,14;5,5;;;1,15;3,8;1,167;4,5;1,167;4,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,36363636363636365;0,5;11;12;1st Round;1;5;portas a.;enqvist t.;0;0;0;88,0;143,0;-55,0;55,0;0;0;0;enqvist t.;portas a.;143,0;88,0;6,0;2,0;6,0;3,0;6,0;1,0;;;;;3,0;0,0;Completed;1,14;5,5;;;1,15;3,8;1,1;6,0;1,167;4,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,7368421052631579;0,7142857142857143;19;21;1st Round;1;5;roddick a.;henman t.;0;0;0;4,0;33,0;-29,0;29,0;1;0;0;roddick a.;henman t.;4,0;33,0;6,0;3,0;7,0;6,0;6,0;3,0;;;;;3,0;0,0;Completed;1,25;3,85;;;1,2;3,3;1,25;3,5;1,25;3,75;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,5882352941176471;0,0;17;0;1st Round;1;5;arazi h.;salzenstein j.;0;0;0;65,0;132,0;-67,0;67,0;1;0;0;arazi h.;salzenstein j.;65,0;132,0;6,0;1,0;7,0;6,0;6,0;3,0;;;;;3,0;0,0;Completed;1,68;2,15;;;1,65;1,85;1,667;2,1;1,571;2,25;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,5625;0,0;16;0;1st Round;1;5;kuerten g.;tursunov d.;0;0;0;14,0;174,0;-160,0;160,0;0;2;0;tursunov d.;kuerten g.;174,0;14,0;5,0;7,0;6,0;2,0;6,0;2,0;4,0;6,0;7,0;6,0;3,0;2,0;Completed;3,25;1,33;;;2,7;1,3;3,75;1,222;3,75;1,25;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,5833333333333334;0,0;12;0;1st Round;1;5;philippoussis m.;tipsarevic j.;0;0;0;20,0;149,0;-129,0;129,0;1;0;0;philippoussis m.;tipsarevic j.;20,0;149,0;6,0;2,0;7,0;6,0;6,0;4,0;;;;;3,0;0,0;Completed;1,08;7,25;;;1,15;3,8;1,1;6,0;1,12;5,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-27;Grand Slam;Outdoor;Hard;0,72;0,3333333333333333;25;6;1st Round;1;5;federer r.;acasuso j.;7;0;7;2,0;75,0;-73,0;73,0;1;1;0;federer r.;acasuso j.;2,0;75,0;5,0;7,0;6,0;3,0;6,0;3,0;2,0;0,0;;;2,0;1,0;Retired;1,05;9,0;;;1,05;5,0;1,03;9,0;1,03;10,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,6;0,4166666666666667;5;12;2nd Round;2;5;stepanek r.;santoro f.;1;1;0;46,0;58,0;-12,0;12,0;1;0;0;stepanek r.;santoro f.;46,0;58,0;6,0;2,0;6,0;4,0;6,0;7,0;6,0;3,0;;;3,0;1,0;Completed;1,33;3,25;;;1,35;2,5;1,364;2,875;1,4;2,75;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,5;0,0;12;0;1st Round;1;5;sargsian s.;delic a.;0;0;0;52,0;525,0;-473,0;473,0;1;0;0;sargsian s.;delic a.;52,0;525,0;4,0;6,0;6,0;3,0;6,0;7,0;6,0;2,0;7,0;5,0;3,0;2,0;Completed;1,22;4,15;;;1,25;3,0;1,25;3,5;1,25;3,75;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,5384615384615384;0,6363636363636364;13;11;1st Round;1;5;zabaleta m.;blake j.;0;0;0;27,0;35,0;-8,0;8,0;0;0;0;blake j.;zabaleta m.;35,0;27,0;7,0;6,0;6,0;3,0;6,0;2,0;;;;;3,0;0,0;Completed;1,52;2,5;;;1,4;2,3;1,4;2,75;1,5;2,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,6153846153846154;1,0;13;1;2nd Round;2;5;chela j.i.;berdych t.;1;1;0;41,0;121,0;-80,0;80,0;1;0;0;chela j.i.;berdych t.;41,0;121,0;2,0;6,0;6,0;1,0;6,0;4,0;6,0;3,0;;;3,0;1,0;Completed;1,22;4,15;;;1,2;3,3;1,18;4,33;1,22;4,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,375;0,5;8;8;2nd Round;2;5;davydenko n.;dent t.;1;1;0;38,0;73,0;-35,0;35,0;0;0;0;dent t.;davydenko n.;73,0;38,0;6,0;3,0;6,0;4,0;7,0;6,0;;;;;3,0;0,0;Completed;2,0;1,78;;;1,75;1,75;1,833;1,833;1,833;1,833;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,5;0,4;10;10;2nd Round;2;5;fish m.;kucera k.;1;1;0;26,0;37,0;-11,0;11,0;0;0;0;kucera k.;fish m.;37,0;26,0;6,0;4,0;7,0;6,0;6,0;4,0;;;;;3,0;0,0;Completed;3,25;1,33;;;2,7;1,3;3,0;1,333;3,0;1,364;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,8125;0,5;32;10;2nd Round;2;5;hewitt l.;lee h.t.;1;1;0;6,0;69,0;-63,0;63,0;1;2;0;hewitt l.;lee h.t.;6,0;69,0;5,0;7,0;6,0;2,0;6,0;2,0;6,0;4,0;;;3,0;1,0;Completed;1,07;8,0;;;1,1;4,5;1,063;7,0;1,063;8,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,7;0,2857142857142857;10;7;2nd Round;2;5;coria g.;ulihrach b.;1;1;0;5,0;188,0;-183,0;183,0;1;0;0;coria g.;ulihrach b.;5,0;188,0;6,0;2,0;6,0;1,0;6,0;4,0;;;;;3,0;0,0;Completed;1,05;9,0;;;1,05;5,0;1,063;7,0;1,063;8,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,75;0,3333333333333333;28;6;2nd Round;2;5;kafelnikov y.;carlsen k.;1;1;0;28,0;72,0;-44,0;44,0;1;0;0;kafelnikov y.;carlsen k.;28,0;72,0;4,0;6,0;6,0;2,0;6,0;3,0;6,0;3,0;;;3,0;1,0;Completed;1,33;3,25;;;1,35;2,5;1,286;3,25;1,333;3,25;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,7142857142857143;0,5;21;4;2nd Round;2;5;ferrero j.c.;melzer j.;1;1;0;3,0;81,0;-78,0;78,0;1;1;0;ferrero j.c.;melzer j.;3,0;81,0;1,0;6,0;7,0;6,0;6,0;2,0;6,0;4,0;;;3,0;1,0;Completed;1,08;7,5;;;1,1;4,5;1,063;7,0;1,1;6,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,6;0,6666666666666666;15;9;2nd Round;2;5;bjorkman j.;delgado r.;1;3;-2;44,0;158,0;-114,0;114,0;1;0;0;bjorkman j.;delgado r.;44,0;158,0;4,0;6,0;6,0;4,0;6,0;4,0;3,0;6,0;6,0;3,0;3,0;2,0;Completed;1,53;2,45;;;1,45;2,2;1,53;2,37;1,5;2,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,2222222222222222;1,0;9;1;2nd Round;2;5;sanguinetti d.;verdasco f.;1;1;0;86,0;119,0;-33,0;33,0;0;0;0;verdasco f.;sanguinetti d.;119,0;86,0;7,0;6,0;7,0;6,0;4,0;6,0;6,0;3,0;;;3,0;1,0;Completed;1,33;3,25;;;1,45;2,2;1,4;2,75;1,444;2,625;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,36363636363636365;0,6666666666666666;11;21;2nd Round;2;5;srichaphan p.;hrbaty d.;1;1;0;11,0;53,0;-42,0;42,0;1;0;0;srichaphan p.;hrbaty d.;11,0;53,0;6,0;4,0;6,0;4,0;6,0;3,0;;;;;3,0;0,0;Completed;1,3;3,4;;;1,2;3,3;1,333;3,0;1,25;3,75;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,3333333333333333;0,7;3;20;2nd Round;2;5;verkerk m.;martin t.;1;1;0;16,0;93,0;-77,0;77,0;0;0;0;martin t.;verkerk m.;93,0;16,0;6,0;3,0;6,0;4,0;6,0;7,0;7,0;6,0;;;3,0;1,0;Completed;1,53;2,45;;;1,5;2,1;1,571;2,25;1,533;2,375;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-28;Grand Slam;Outdoor;Hard;0,7777777777777778;0,5;27;2;2nd Round;2;5;clement a.;carraz g.;1;1;0;32,0;100,0;-68,0;68,0;0;0;0;carraz g.;clement a.;100,0;32,0;3,0;6,0;1,0;6,0;6,0;2,0;7,0;6,0;6,0;1,0;3,0;2,0;Completed;3,0;1,38;;;3,0;1,25;3,25;1,286;3,0;1,364;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,7307692307692307;0,6666666666666666;26;3;2nd Round;2;5;federer r.;lisnard j.r.;8;1;7;2,0;94,0;-92,0;92,0;1;1;0;federer r.;lisnard j.r.;2,0;94,0;6,0;1,0;6,0;2,0;6,0;0,0;;;;;3,0;0,0;Completed;1,04;10,0;;;1,03;5,5;1,04;9,0;1,03;10,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6470588235294118;0,5;17;14;2nd Round;2;5;costa a.;martin a.;1;1;0;24,0;63,0;-39,0;39,0;0;1;0;martin a.;costa a.;63,0;24,0;6,0;3,0;6,0;3,0;3,0;6,0;6,0;2,0;;;3,0;1,0;Completed;2,55;1,5;;;2,2;1,45;2,375;1,533;2,5;1,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,631578947368421;0,4;19;10;2nd Round;2;5;schalken s.;burgsmuller l.;1;1;0;12,0;85,0;-73,0;73,0;1;0;0;schalken s.;burgsmuller l.;12,0;85,0;4,0;6,0;2,0;6,0;6,0;2,0;6,0;2,0;6,0;0,0;3,0;2,0;Completed;1,14;5,5;;;1,15;3,8;1,143;5,0;1,167;4,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6956521739130435;0,625;23;16;2nd Round;2;5;schuettler r.;kiefer n.;1;1;0;8,0;62,0;-54,0;54,0;1;0;0;schuettler r.;kiefer n.;8,0;62,0;6,0;1,0;7,0;5,0;2,0;6,0;6,0;4,0;;;3,0;1,0;Completed;1,3;3,45;;;1,3;2,7;1,286;3,25;1,333;3,25;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6818181818181818;1,0;22;1;2nd Round;2;5;el aynaoui y.;nadal r.;1;1;0;21,0;45,0;-24,0;24,0;1;0;0;el aynaoui y.;nadal r.;21,0;45,0;7,0;6,0;6,0;3,0;7,0;6,0;;;;;3,0;0,0;Completed;1,72;2,08;;;1,55;2,0;1,727;2,0;1,615;2,2;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6111111111111112;1,0;18;1;2nd Round;2;5;arazi h.;karlovic i.;1;1;0;65,0;109,0;-44,0;44,0;0;0;0;karlovic i.;arazi h.;109,0;65,0;3,0;6,0;7,0;6,0;7,0;6,0;7,0;6,0;;;3,0;1,0;Completed;1,72;2,08;;;1,75;1,75;1,667;2,1;1,727;2,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,3333333333333333;1,0;6;1;2nd Round;2;5;van lottum j.;tursunov d.;1;1;0;83,0;174,0;-91,0;91,0;0;0;0;tursunov d.;van lottum j.;174,0;83,0;6,0;4,0;3,0;6,0;6,0;3,0;5,0;7,0;6,0;2,0;3,0;2,0;Completed;1,58;2,35;;;1,65;1,85;1,667;2,1;1,727;2,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6153846153846154;0,4444444444444444;13;9;2nd Round;2;5;philippoussis m.;dupuis a.;1;1;0;20,0;64,0;-44,0;44,0;1;0;0;philippoussis m.;dupuis a.;20,0;64,0;6,0;2,0;6,0;3,0;6,0;4,0;;;;;3,0;0,0;Completed;1,15;5,25;;;1,15;3,8;1,125;5,5;1,167;4,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,4;0,6666666666666666;10;15;2nd Round;2;5;calleri a.;malisse x.;1;1;0;19,0;67,0;-48,0;48,0;0;0;0;malisse x.;calleri a.;67,0;19,0;6,0;2,0;6,0;7,0;6,0;3,0;3,0;6,0;6,0;3,0;3,0;2,0;Completed;1,46;2,65;;;1,3;2,7;1,444;2,625;1,4;2,75;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,9166666666666666;0,5625;36;16;2nd Round;2;5;agassi a.;vinciguerra a.;1;1;0;1,0;92,0;-91,0;91,0;1;3;0;agassi a.;vinciguerra a.;1,0;92,0;7,0;6,0;6,0;1,0;6,0;4,0;;;;;3,0;0,0;Completed;1,02;12,0;;;1,03;5,5;1,02;11,0;1,03;10,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6666666666666666;0,5625;15;16;2nd Round;2;5;gonzalez f.;koubek s.;1;1;0;15,0;68,0;-53,0;53,0;1;0;0;gonzalez f.;koubek s.;15,0;68,0;7,0;6,0;6,0;1,0;6,0;2,0;;;;;3,0;0,0;Completed;1,3;3,45;;;1,25;3,0;1,286;3,25;1,286;3,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6666666666666666;0,5;12;6;2nd Round;2;5;nalbandian d.;nieminen j.;1;1;0;13,0;39,0;-26,0;26,0;1;0;0;nalbandian d.;nieminen j.;13,0;39,0;5,0;7,0;6,0;3,0;6,0;1,0;4,0;6,0;7,0;6,0;3,0;2,0;Completed;1,42;2,8;;;1,4;2,3;1,364;2,875;1,444;2,625;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,7307692307692307;0,5;26;6;2nd Round;2;5;ferreira w.;ginepri r.;1;1;0;23,0;40,0;-17,0;17,0;0;0;0;ginepri r.;ferreira w.;40,0;23,0;6,0;2,0;6,0;4,0;6,0;7,0;6,0;2,0;;;3,0;1,0;Completed;2,25;1,62;;;2,0;1,55;2,1;1,667;2,2;1,615;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-29;Grand Slam;Outdoor;Hard;0,6666666666666666;0,5384615384615384;12;13;2nd Round;2;5;blake j.;sargsian s.;1;1;0;35,0;52,0;-17,0;17,0;1;0;0;blake j.;sargsian s.;35,0;52,0;6,0;3,0;6,0;4,0;4,0;6,0;7,0;6,0;;;3,0;1,0;Completed;1,2;4,25;;;1,2;3,3;1,25;3,5;1,286;3,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-30;Grand Slam;Outdoor;Hard;0,6842105263157895;1,0;19;1;2nd Round;2;5;moya c.;moodie w.;1;1;0;7,0;95,0;-88,0;88,0;1;0;0;moya c.;moodie w.;7,0;95,0;6,0;2,0;7,0;6,0;6,0;3,0;;;;;3,0;0,0;Completed;1,35;3,15;;;1,25;3,0;1,333;3,0;1,25;3,75;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-30;Grand Slam;Outdoor;Hard;0,4166666666666667;1,0;12;2;3rd Round;3;5;srichaphan p.;verdasco f.;2;2;0;11,0;119,0;-108,0;108,0;1;0;0;srichaphan p.;verdasco f.;11,0;119,0;6,0;3,0;6,0;4,0;6,0;3,0;;;;;3,0;0,0;Completed;1,15;5,25;;;1,1;4,5;1,125;5,5;1,14;5,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-30;Grand Slam;Outdoor;Hard;0,75;0,4166666666666667;20;12;2nd Round;2;5;roddick a.;ljubicic i.;1;1;0;4,0;43,0;-39,0;39,0;1;0;0;roddick a.;ljubicic i.;4,0;43,0;6,0;3,0;6,0;7,0;6,0;3,0;7,0;6,0;;;3,0;1,0;Completed;1,09;7,0;;;1,05;5,0;1,083;7,0;1,063;8,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-30;Grand Slam;Outdoor;Hard;0,7272727272727273;0,5333333333333333;22;15;2nd Round;2;5;novak j.;gambill j.m.;1;1;0;10,0;50,0;-40,0;40,0;1;0;0;novak j.;gambill j.m.;10,0;50,0;6,0;4,0;6,0;4,0;6,0;4,0;;;;;3,0;0,0;Completed;1,5;2,55;;;1,4;2,3;1,5;2,5;1,533;2,375;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-30;Grand Slam;Outdoor;Hard;0,4444444444444444;0,5384615384615384;9;13;2nd Round;2;5;massu n.;enqvist t.;1;1;0;42,0;143,0;-101,0;101,0;1;0;0;massu n.;enqvist t.;42,0;143,0;6,0;3,0;6,0;2,0;7,0;5,0;;;;;3,0;0,0;Completed;1,95;1,82;;;2,0;1,55;2,1;1,667;2,1;1,667;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-30;Grand Slam;Outdoor;Hard;0,25;0,6111111111111112;4;18;2nd Round;2;5;saretta f.;lapentti n.;1;1;0;49,0;57,0;-8,0;8,0;1;0;0;saretta f.;lapentti n.;49,0;57,0;6,0;2,0;6,0;4,0;6,0;0,0;;;;;3,0;0,0;Completed;1,87;1,9;;;1,75;1,75;1,833;1,833;2,0;1,727;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-30;Grand Slam;Outdoor;Hard;0,8181818181818182;0,6666666666666666;33;6;3rd Round;3;5;hewitt l.;stepanek r.;2;2;0;6,0;46,0;-40,0;40,0;1;2;0;hewitt l.;stepanek r.;6,0;46,0;6,0;1,0;3,0;0,0;;;;;;;1,0;0,0;Retired;1,2;4,3;;;1,15;3,8;1,167;4,5;1,14;5,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,7272727272727273;0,6428571428571429;22;14;3rd Round;3;5;ferrero j.c.;chela j.i.;2;2;0;3,0;41,0;-38,0;38,0;1;1;0;ferrero j.c.;chela j.i.;3,0;41,0;7,0;5,0;7,0;5,0;6,0;1,0;;;;;3,0;0,0;Completed;1,42;2,8;;;1,4;2,3;1,4;2,75;1,5;2,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,7;0,5;20;10;3rd Round;3;5;moya c.;massu n.;2;2;0;7,0;42,0;-35,0;35,0;1;0;0;moya c.;massu n.;7,0;42,0;7,0;5,0;6,0;4,0;3,0;6,0;6,0;3,0;;;3,0;1,0;Completed;1,4;2,9;;;1,3;2,7;1,4;2,75;1,36;3,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,6923076923076923;0,6428571428571429;13;14;3rd Round;3;5;nalbandian d.;philippoussis m.;2;2;0;13,0;20,0;-7,0;7,0;1;0;0;nalbandian d.;philippoussis m.;13,0;20,0;7,0;5,0;6,0;7,0;6,0;3,0;6,0;2,0;;;3,0;1,0;Completed;2,2;1,65;;;1,85;1,65;2,1;1,667;2,1;1,66;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,45454545454545453;0,625;11;16;3rd Round;3;5;kucera k.;bjorkman j.;2;2;0;37,0;44,0;-7,0;7,0;0;0;0;bjorkman j.;kucera k.;44,0;37,0;6,0;4,0;4,0;6,0;6,0;7,0;6,0;4,0;6,0;4,0;3,0;2,0;Completed;2,5;1,52;;;2,1;1,5;2,375;1,533;2,5;1,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,5714285714285714;0,7142857142857143;7;21;3rd Round;3;5;ginepri r.;martin t.;2;2;0;40,0;93,0;-53,0;53,0;0;0;0;martin t.;ginepri r.;93,0;40,0;6,0;7,0;7,0;6,0;6,0;4,0;6,0;4,0;;;3,0;1,0;Completed;1,95;1,82;;;1,75;1,75;2,0;1,727;1,83;1,83;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,6875;0,5555555555555556;16;9;3rd Round;3;5;gonzalez f.;dent t.;2;2;0;15,0;73,0;-58,0;58,0;0;0;0;dent t.;gonzalez f.;73,0;15,0;7,0;6,0;6,0;7,0;3,0;6,0;7,0;6,0;6,0;4,0;3,0;2,0;Completed;2,7;1,45;;;2,1;1,5;2,5;1,5;2,37;1,53;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,7272727272727273;0,6666666666666666;11;3;3rd Round;3;5;coria g.;carraz g.;2;2;0;5,0;100,0;-95,0;95,0;1;0;0;coria g.;carraz g.;5,0;100,0;7,0;5,0;6,0;1,0;7,0;5,0;;;;;3,0;0,0;Completed;1,1;6,5;;;1,1;4,5;1,1;6,0;1,08;7,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,65;1,0;20;2;3rd Round;3;5;schalken s.;karlovic i.;2;2;0;12,0;109,0;-97,0;97,0;1;0;0;schalken s.;karlovic i.;12,0;109,0;7,0;6,0;7,0;6,0;7,0;6,0;;;;;3,0;0,0;Completed;1,45;2,7;;;1,4;2,3;1,444;2,625;1,36;3,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,7619047619047619;0,4;21;5;3rd Round;3;5;roddick a.;saretta f.;2;2;0;4,0;49,0;-45,0;45,0;1;0;0;roddick a.;saretta f.;4,0;49,0;6,0;1,0;6,0;3,0;6,0;3,0;;;;;3,0;0,0;Completed;1,05;9,0;;;1,05;5,0;1,071;7,0;1,06;8,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,7083333333333334;0,5333333333333333;24;15;3rd Round;3;5;schuettler r.;martin a.;2;2;0;8,0;63,0;-55,0;55,0;1;0;0;schuettler r.;martin a.;8,0;63,0;6,0;1,0;6,0;4,0;6,0;2,0;;;;;3,0;0,0;Completed;1,15;5,25;;;1,2;3,3;1,167;4,5;1,16;4,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,918918918918919;0,7586206896551724;37;29;3rd Round;3;5;agassi a.;kafelnikov y.;2;2;0;1,0;28,0;-27,0;27,0;1;3;0;agassi a.;kafelnikov y.;1,0;28,0;6,0;3,0;7,0;6,0;6,0;4,0;;;;;3,0;0,0;Completed;1,06;8,5;;;1,1;4,5;1,063;7,0;1,08;7,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-08-31;Grand Slam;Outdoor;Hard;0,7391304347826086;0,6956521739130435;23;23;3rd Round;3;5;novak j.;el aynaoui y.;2;2;0;10,0;21,0;-11,0;11,0;0;0;0;el aynaoui y.;novak j.;21,0;10,0;7,0;6,0;5,0;7,0;3,0;6,0;6,0;3,0;7,0;6,0;3,0;2,0;Completed;1,72;2,0;;;1,85;1,65;1,833;1,833;1,83;1,83;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-09-01;Grand Slam;Outdoor;Hard;0,7407407407407407;0,6923076923076923;27;13;3rd Round;3;5;federer r.;blake j.;9;2;7;2,0;35,0;-33,0;33,0;1;1;0;federer r.;blake j.;2,0;35,0;6,0;3,0;7,0;6,0;6,0;3,0;;;;;3,0;0,0;Completed;1,3;3,4;;;1,25;3,0;1,25;3,5;1,28;3,5;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-09-01;Grand Slam;Outdoor;Hard;0,6875;1,0;16;2;3rd Round;3;5;malisse x.;tursunov d.;2;2;0;67,0;174,0;-107,0;107,0;1;0;0;malisse x.;tursunov d.;67,0;174,0;7,0;5,0;6,0;4,0;7,0;6,0;;;;;3,0;0,0;Completed;1,36;3,1;;;1,3;2,7;1,364;2,875;1,33;3,25;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-09-03;Grand Slam;Outdoor;Hard;0,9210526315789473;0,6;38;10;4th Round;4;5;agassi a.;dent t.;3;3;0;1,0;73,0;-72,0;72,0;1;3;0;agassi a.;dent t.;1,0;73,0;6,0;7,0;6,0;4,0;7,0;5,0;;;;;2,0;1,0;Retired;1,06;8,0;;;1,1;4,5;1,063;7,0;1,083;7,0;;;;;;;;;;;;;;;;;;
51;New York;US Open;2003-09-04;Grand Slam;Outdoor;Hard;0,8235294117647058;0,46153846153846156;34;13;4th Round;4;5;hewitt l.;srichaphan p.;3;3;0;6,0;11,0;-5,0;5,0;1;2;0;hewitt l.;srichaphan p.;6,0;11,0;4,0;6,0;6,0;2,0;6,0;4,0;6,0;2,0;;;3,0;1,0;Completed;1,5;2,55;;;1,5;2,1;1,4;2,75;1,444;2,625;;;;;;;;;;;;;;;;;;
