ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
48,0;Toronto;Rogers Masters;11/08/2006;Masters;Outdoor;Hard;3rd Round;3,0;Federer R.;Tursunov D.;1,0;27,0;6,0;3,0;5,0;7,0;6,0;0,0;;;;;2,0;1,0;Completed;1,02;12,0;1,02;14,0;;;;;;;1,03;10,5;1,031;23,5;7260,0;1095,0;1,03;14,0;;;;;;;;
48,0;Toronto;Rogers Masters;11/08/2006;Masters;Outdoor;Hard;Quarterfinals;3,0;Gasquet R.;Berdych T.;51,0;14,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;2,1;1,66;2,2;1,67;;;;;;;2,1;1,7;2,39;1,671;775,0;1600,0;2,07;1,72;;;;;;;;
48,0;Toronto;Rogers Masters;11/08/2006;Masters;Outdoor;Hard;Quarterfinals;3,0;Murray A.;Nieminen J.;31,0;15,0;6,0;4,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,38;2,87;1,45;2,75;;;;;;;1,5;2,5;1,439;3,08;1035,0;1600,0;1,44;2,7;;;;;;;;
48,0;Toronto;Rogers Masters;12/08/2006;Masters;Outdoor;Hard;Quarterfinals;3,0;Federer R.;Malisse X.;1,0;41,0;7,0;6,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,02;12,0;1,02;14,0;;;;;;;1,03;10,5;1,024;31,0;7260,0;876,0;1,02;20,0;;;;;;;;
48,0;Toronto;Rogers Masters;12/08/2006;Masters;Outdoor;Hard;Quarterfinals;3,0;Gonzalez F.;Acasuso J.;16,0;26,0;6,0;1,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,28;3,5;1,25;3,9;;;;;;;1,25;3,75;1,299;4,04;1480,0;1105,0;1,3;3,4;;;;;;;;
48,0;Toronto;Rogers Masters;12/08/2006;Masters;Outdoor;Hard;Semifinals;3,0;Gasquet R.;Murray A.;51,0;31,0;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;1,44;2,62;1,4;2,95;;;;;;;1,45;2,6;1,461;2,97;775,0;1035,0;1,42;2,8;;;;;;;;
48,0;Toronto;Rogers Masters;13/08/2006;Masters;Outdoor;Hard;Semifinals;3,0;Federer R.;Gonzalez F.;1,0;16,0;6,0;1,0;5,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,04;10,0;1,02;14,0;;;;;;;1,04;9,25;1,059;14,5;7260,0;1480,0;1,05;10,0;;;;;;;;
48,0;Toronto;Rogers Masters;13/08/2006;Masters;Outdoor;Hard;The Final;3,0;Federer R.;Gasquet R.;1,0;51,0;2,0;6,0;6,0;3,0;6,0;2,0;;;;;2,0;1,0;Completed;1,1;6,5;1,08;8,0;;;;;;;1,12;5,66;1,103;8,71;7260,0;775,0;1,1;7,0;;;;;;;;
46,0;Toronto;Rogers Masters;21/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Gasquet R.;Llodra M.;12,0;36,0;6,0;2,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,2;4,33;;;;;;;;;1,25;3,95;1,28;4,27;1445,0;921,0;1,24;3,9;1,25;3,75;;;;;;
46,0;Toronto;Rogers Masters;21/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Wawrinka S.;Bolelli S.;10,0;48,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,33;3,25;;;;;;;;;1,4;3,0;1,405;3,27;1660,0;819,0;1,37;3,0;1,364;3,0;;;;;;
46,0;Toronto;Rogers Masters;21/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Kiefer N.;Fish M.;37,0;41,0;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,57;2,25;;;;;;;;;1,65;2,2;1,641;2,46;920,0;900,0;1,6;2,28;1,571;2,25;;;;;;
46,0;Toronto;Rogers Masters;21/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Gonzalez F.;Benneteau J.;15,0;57,0;6,0;2,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,38;2,87;;;;;;;;;1,45;2,7;1,459;2,98;1365,0;760,0;1,42;2,78;1,4;2,75;;;;;;
46,0;Toronto;Rogers Masters;21/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Robredo T.;Niemeyer F.;14,0;208,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,1;6,5;;;;;;;;;1,1;6,75;1,121;8,48;1400,0;193,0;1,1;6,75;1,111;6,0;;;;;;
46,0;Toronto;Rogers Masters;21/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Ginepri R.;Mathieu P.H.;65,0;23,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;2,2;1,61;;;;;;;;;2,4;1,6;2,34;1,694;630,0;1155,0;2,34;1,57;2,375;1,533;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Mahut N.;Tipsarevic J.;95,0;45,0;6,0;3,0;6,0;7,0;6,0;2,0;;;;;2,0;1,0;Completed;3,25;1,33;;;;;;;;;3,3;1,35;3,58;1,36;491,0;858,0;3,25;1,32;3,0;1,364;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Acasuso J.;Gulbis E.;55,0;53,0;6,0;7,0;6,0;3,0;7,0;5,0;;;;;2,0;1,0;Completed;4,5;1,16;;;;;;;;;3,95;1,25;4,81;1,238;773,0;777,0;4,6;1,18;3,75;1,25;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Youzhny M.;Seppi A.;16,0;35,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,36;3,0;;;;;;;;;1,35;3,3;1,398;3,31;1270,0;950,0;1,37;3,0;1,36;3,0;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Dancevic F.;Ancic M.;82,0;24,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;3,75;1,25;;;;;;;;;3,55;1,3;3,61;1,356;519,0;1095,0;3,55;1,28;3,5;1,286;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Lopez F.;Stepanek R.;31,0;18,0;4,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;3,25;1,33;;;;;;;;;3,17;1,36;3,45;1,377;1010,0;1256,0;3,0;1,37;2,75;1,4;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Haas T.;Moya C.;46,0;28,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,28;3,5;;;;;;;;;1,38;3,07;1,382;3,42;850,0;1040,0;1,33;3,2;1,364;3,0;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Cilic M.;Dlouhy L.;44,0;213,0;6,0;3,0;4,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,12;5,5;;;;;;;;;1,2;4,55;1,198;5,55;860,0;187,0;1,18;4,6;1,167;4,5;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Simon G.;Young D.;22,0;110,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,28;3,5;;;;;;;;;1,35;3,3;1,356;3,61;1205,0;446,0;1,32;3,25;1,364;3,0;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Levine J.;Polansky P.;123,0;276,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,38;2,87;;;;;;;;;;;1,51;2,81;401,0;134,0;1,37;3,0;1,4;2,75;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Berdych T.;Nieminen J.;21,0;29,0;6,0;3,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,33;3,25;;;;;;;;;1,38;3,07;1,41;3,24;1210,0;1030,0;1,33;3,2;1,364;3,0;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Soderling R.;Canas G.;49,0;59,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,33;3,25;;;;;;;;;1,35;3,15;1,465;2,95;815,0;735,0;1,37;3,0;1,444;2,625;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Johansson T.;Golubev A.;64,0;155,0;7,0;6,0;6,0;1,0;;;;;;;2,0;0,0;Completed;1,36;3,0;;;;;;;;;1,42;2,89;1,402;3,29;638,0;294,0;1,43;2,75;1,364;3,0;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Bjorkman J.;Clement A.;188,0;72,0;6,0;3,0;3,0;6,0;6,0;0,0;;;;;2,0;1,0;Completed;2,62;1,44;;;;;;;;;2,9;1,4;2,96;1,463;223,0;562,0;2,6;1,47;2,37;1,53;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Andreev I.;Monfils G.;26,0;39,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,83;1,83;;;;;;;;;2,0;1,8;1,98;1,926;1065,0;913,0;2,0;1,78;2,1;1,667;;;;;;
46,0;Toronto;Rogers Masters;23/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Verdasco F.;Bellucci T.;11,0;80,0;1,0;6,0;6,0;3,0;6,0;2,0;;;;;2,0;1,0;Completed;1,22;4,0;;;;;;;;;1,27;3,81;1,28;4,27;1475,0;529,0;1,3;3,4;1,222;4,0;;;;;;
46,0;Toronto;Rogers Masters;23/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Kudryavtsev A.;Kohlschreiber P.;203,0;33,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;6,0;1,11;;;;;;;;;5,15;1,15;6,15;1,177;213,0;965,0;5,75;1,13;5,0;1,143;;;;;;
46,0;Toronto;Rogers Masters;23/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Tursunov D.;Lapentti N.;30,0;74,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,14;5,0;;;;;;;;;1,2;4,55;1,214;5,28;1028,0;549,0;1,18;4,6;1,167;4,5;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;1st Round;3,0;Safin M.;Querrey S.;42,0;38,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,57;2,25;;;;;;;;;1,67;2,21;1,758;2,22;880,0;919,0;1,74;2,04;1,615;2,2;;;;;;
46,0;Toronto;Rogers Masters;22/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Roddick A.;Mahut N.;6,0;95,0;6,0;1,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;1,12;5,5;;;;;;;;;1,15;5,6;1,206;5,45;2065,0;491,0;1,16;5,0;1,167;4,5;;;;;;
46,0;Toronto;Rogers Masters;23/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Djokovic N.;Dancevic F.;3,0;82,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,07;7,5;;;;;;;;;1,1;6,75;1,1;9,0;4945,0;519,0;1,08;7,5;1,083;7,0;;;;;;
46,0;Toronto;Rogers Masters;23/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Ferrer D.;Ginepri R.;5,0;65,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,36;3,0;;;;;;;;;1,45;2,6;1,457;2,99;2945,0;630,0;1,4;2,85;1,364;3,0;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Nadal R.;Levine J.;2,0;123,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,01;15,0;;;;;;;;;1,01;16,0;1,025;28,5;5830,0;401,0;1,02;15,0;1,015;13,0;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Cilic M.;Robredo T.;44,0;14,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,1;1,66;;;;;;;;;2,0;1,8;2,09;1,84;860,0;1400,0;1,97;1,8;2,0;1,727;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Soderling R.;Verdasco F.;49,0;11,0;6,0;4,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,53;2,37;;;;;;;;;1,5;2,65;1,568;2,66;815,0;1475,0;1,55;2,38;1,533;2,375;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Andreev I.;Berdych T.;26,0;21,0;6,0;4,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;3,0;1,36;;;;;;;;;3,0;1,4;3,25;1,408;1065,0;1210,0;3,15;1,34;2,75;1,4;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Tursunov D.;Lopez F.;30,0;31,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,61;2,2;;;;;;;;;1,7;2,15;1,806;2,14;1028,0;1010,0;1,7;2,1;1,727;2,0;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Acasuso J.;Gonzalez F.;55,0;15,0;6,0;3,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;5,0;1,14;;;;;;;;;5,01;1,18;5,5;1,2;773,0;1365,0;5,0;1,16;4,0;1,222;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Gasquet R.;Kudryavtsev A.;12,0;203,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,07;7,5;;;;;;;;;;;1,133;7,81;1445,0;213,0;1,15;5,25;1,083;7,0;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Davydenko N.;Haas T.;4,0;46,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,57;2,25;;;;;;;;;1,65;2,25;1,685;2,36;2970,0;850,0;1,62;2,24;1,615;2,2;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Simon G.;Federer R.;22,0;1,0;2,0;6,0;7,0;5,0;6,0;4,0;;;;;2,0;1,0;Completed;12,0;1,02;;;;;;;;;13,5;1,02;18,0;1,045;1205,0;6600,0;15,0;1,02;10,0;1,03;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Blake J.;Bjorkman J.;8,0;188,0;1,0;6,0;6,0;1,0;6,0;3,0;;;;;2,0;1,0;Completed;1,1;6,5;;;;;;;;;1,15;5,6;1,161;6,63;1955,0;223,0;1,17;4,8;1,12;5,5;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Murray A.;Johansson T.;9,0;64,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,08;7,0;;;;;;;;;1,1;6,75;1,137;7,58;1730,0;638,0;1,11;6,2;1,111;6,0;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Kiefer N.;Youzhny M.;37,0;16,0;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;2,1;1,66;;;;;;;;;2,05;1,75;2,04;1,877;920,0;1270,0;2,0;1,77;2,0;1,727;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;2nd Round;3,0;Wawrinka S.;Safin M.;10,0;42,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;;;;;;;1660,0;880,0;;;;;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Djokovic N.;Soderling R.;3,0;49,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,11;6,0;;;;;;;;;1,15;5,6;1,167;6,4;4945,0;815,0;1,14;5,5;1,143;5,0;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Simon G.;Acasuso J.;22,0;55,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,33;3,25;;;;;;;;;1,42;2,89;1,408;3,25;1205,0;773,0;1,42;2,76;1,364;3,0;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Cilic M.;Roddick A.;44,0;6,0;6,0;4,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;3,75;1,25;;;;;;;;;3,55;1,3;4,3;1,278;860,0;2065,0;3,55;1,28;4,0;1,222;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Murray A.;Wawrinka S.;9,0;10,0;6,0;2,0;0,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;1,57;2,25;;;;;;;;;1,65;2,2;1,725;2,28;1730,0;1660,0;1,6;2,28;1,615;2,2;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Blake J.;Tursunov D.;8,0;30,0;4,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;1,61;2,2;;;;;;;;;1,65;2,25;1,769;2,2;1955,0;1028,0;1,7;2,1;1,571;2,25;;;;;;
46,0;Toronto;Rogers Masters;24/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Kiefer N.;Davydenko N.;37,0;4,0;4,0;6,0;6,0;4,0;6,0;4,0;;;;;2,0;1,0;Completed;3,0;1,36;;;;;;;;;3,0;1,4;3,15;1,426;920,0;2970,0;3,05;1,36;2,75;1,4;;;;;;
46,0;Toronto;Rogers Masters;25/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Nadal R.;Andreev I.;2,0;26,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;1,07;7,5;;;;;;;;;1,11;6,8;1,119;8,6;5830,0;1065,0;1,08;7,2;1,063;8,0;;;;;;
46,0;Toronto;Rogers Masters;25/07/2008;Masters;Outdoor;Hard;3rd Round;3,0;Gasquet R.;Ferrer D.;12,0;5,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,62;1,44;;;;;;;;;2,55;1,5;2,76;1,538;1445,0;2945,0;2,45;1,5;2,375;1,533;;;;;;
46,0;Toronto;Rogers Masters;25/07/2008;Masters;Outdoor;Hard;Quarterfinals;3,0;Simon G.;Cilic M.;22,0;44,0;3,0;6,0;6,0;2,0;6,0;3,0;;;;;2,0;1,0;Completed;1,66;2,2;;;;;;;;;1,65;2,2;1,741;2,25;1205,0;860,0;1,7;2,1;1,667;2,1;;;;;;
46,0;Toronto;Rogers Masters;25/07/2008;Masters;Outdoor;Hard;Quarterfinals;3,0;Kiefer N.;Blake J.;37,0;8,0;6,0;1,0;6,0;2,0;;;;;;;2,0;0,0;Completed;2,37;1,57;;;;;;;;;2,3;1,6;2,36;1,685;920,0;1955,0;2,18;1,65;2,2;1,615;;;;;;
46,0;Toronto;Rogers Masters;26/07/2008;Masters;Outdoor;Hard;Quarterfinals;3,0;Murray A.;Djokovic N.;9,0;3,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;6,0;1,12;;;;;;;;;4,76;1,19;5,6;1,196;1730,0;4945,0;4,35;1,2;4,5;1,167;;;;;;
46,0;Toronto;Rogers Masters;26/07/2008;Masters;Outdoor;Hard;Quarterfinals;3,0;Nadal R.;Gasquet R.;2,0;12,0;6,0;7,0;6,0;2,0;6,0;1,0;;;;;2,0;1,0;Completed;1,16;5,0;;;;;;;;;1,2;4,55;1,198;5,55;5830,0;1445,0;1,18;4,6;1,167;4,5;;;;;;
46,0;Toronto;Rogers Masters;26/07/2008;Masters;Outdoor;Hard;Semifinals;3,0;Kiefer N.;Simon G.;37,0;22,0;6,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;1,57;2,37;;;;;;;;;1,56;2,44;1,621;2,51;920,0;1205,0;1,54;2,44;1,615;2,2;;;;;;
46,0;Toronto;Rogers Masters;27/07/2008;Masters;Outdoor;Hard;Semifinals;3,0;Nadal R.;Murray A.;2,0;9,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;1,2;4,5;;;;;;;;;1,2;4,55;1,212;5,31;5830,0;1730,0;1,2;4,4;1,167;4,5;;;;;;
46,0;Toronto;Rogers Masters;27/07/2008;Masters;Outdoor;Hard;The Final;3,0;Nadal R.;Kiefer N.;2,0;37,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,05;10,0;;;;;;;;;1,05;9,5;1,071;12,0;5830,0;920,0;1,08;8,0;1,05;8,5;;;;;;
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Stakhovsky S.;Gasquet R.;48,0;40,0;7,0;5,0;6,0;1,0;;;;;;;2,0;0,0;Completed;3,25;1,33;;;;;;;;;3,1;1,35;3,32;1,39;922,0;1035,0;;;3,0;1,36;3,25;1,33;3,35;1,39;3,17;1,33
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Chela J.I.;Falla A.;50,0;64,0;6,0;0,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,37;1,53;;;;;;;;;2,35;1,55;2,4;1,66;914,0;790,0;;;2,25;1,57;2,25;1,57;2,5;1,66;2,32;1,58
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Hanescu V.;Raonic M.;54,0;217,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,61;2,2;;;;;;;;;1,7;2,05;1,64;2,44;870,0;229,0;;;1,67;2,1;1,67;2,1;1,75;2,44;1,63;2,21
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Anderson K.;Mayer L.;87,0;68,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,66;2,1;;;;;;;;;1,65;2,15;1,63;2,46;607,0;732,0;;;1,67;2,1;1,67;2,1;1,7;2,46;1,64;2,19
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Benneteau J.;Istomin D.;33,0;53,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,1;1,66;;;;;;;;;2,1;1,68;2,29;1,71;1229,0;877,0;;;2,0;1,73;2,0;1,73;2,29;1,73;2,11;1,68
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Robredo T.;Nieminen J.;38,0;60,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,8;1,9;;;;;;;;;1,8;1,95;2,02;1,91;1075,0;815,0;;;1,83;1,83;1,73;2,0;2,02;2,2;1,83;1,9
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Youzhny M.;Simon G.;14,0;32,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,9;1,8;;;;;;;;;1,95;1,8;2,07;1,87;2725,0;1305,0;;;1,83;1,83;2,0;1,8;2,07;2,0;1,88;1,85
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;De Bakker T.;Lopez F.;46,0;25,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;2,1;1,66;;;;;;;;;2,15;1,65;2,14;1,81;955,0;1515,0;;;2,1;1,67;2,1;1,67;2,25;1,81;2,11;1,69
46,0;Toronto;Rogers Masters;09/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Polansky P.;Melzer J.;207,0;15,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;6,5;1,1;;;;;;;;;5,5;1,13;6,54;1,15;240,0;2470,0;;;6,0;1,11;5,0;1,14;7,0;1,15;6,03;1,11
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Gulbis E.;Bellucci T.;28,0;26,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,57;2,25;;;;;;;;;1,65;2,15;1,76;2,23;1414,0;1490,0;;;1,73;2,0;1,67;2,1;1,76;2,35;1,67;2,15
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Almagro N.;Marchenko I.;16,0;69,0;7,0;5,0;5,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;1,36;3,0;;;;;;;;;1,45;2,6;1,43;3,14;2210,0;715,0;;;1,36;3,0;1,36;2,88;1,45;3,14;1,39;2,9
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Troicki V.;Cilic M.;52,0;13,0;6,0;4,0;7,0;6,0;;;;;;;2,0;0,0;Completed;4,5;1,16;;;;;;;;;3,75;1,25;4,51;1,25;885,0;2890,0;;;3,75;1,25;3,75;1,22;4,9;1,25;4,1;1,22
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Dolgopolov O.;Petzschner P.;49,0;41,0;1,0;6,0;6,0;2,0;7,0;6,0;;;;;2,0;1,0;Completed;2,25;1,57;;;;;;;;;2,25;1,6;2,56;1,59;921,0;1025,0;;;2,1;1,67;2,25;1,57;2,88;1,67;2,39;1,55
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Fognini F.;Stepanek R.;94,0;29,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;2,75;1,4;;;;;;;;;2,45;1,5;2,82;1,5;556,0;1400,0;;;2,5;1,5;2,5;1,5;2,85;1,53;2,59;1,47
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Lu Y.H.;Duclos P.L.;44,0;340,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;1,11;6,0;;;;;;;;;1,2;4,25;1,17;6,16;965,0;118,0;;;1,17;4,5;1,17;4,5;1,22;6,16;1,15;5,02
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Nalbandian D.;Ferrer D.;45,0;12,0;7,0;5,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;1,53;2,37;;;;;;;;;1,6;2,25;1,56;2,64;965,0;3100,0;;;1,57;2,25;1,53;2,38;1,6;2,64;1,56;2,35
46,0;Toronto;Rogers Masters;10/08/2010;Masters 1000;Outdoor;Hard;1st Round;3,0;Malisse X.;Berrer M.;51,0;47,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;1,38;2,87;;;;;;;;;1,45;2,6;1,47;2,93;896,0;932,0;;;1,4;2,75;1,4;2,75;1,47;3,0;1,41;2,78
