ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
49,0;Cincinnati;Western & Southern Financial Group Masters;11/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Janowicz J.;Gabashvili T.;65,0;64,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,72;2,0;;;1,75;2,05;1,72;2,25;775,0;780,0;;;1,73;2,0;;;1,83;2,25;1,73;2,06
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Simon G.;Tomic B.;31,0;70,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,2;1,61;;;2,3;1,6;2,15;1,79;1145,0;746,0;;;2,25;1,57;2,3;1,61;2,35;1,79;2,19;1,65
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Fognini F.;Roger-Vasselin E.;21,0;49,0;6,0;4,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,61;2,2;;;1,65;2,2;1,72;2,25;1665,0;910,0;;;1,62;2,2;1,66;2,2;1,74;2,3;1,67;2,17
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Isner J.;Anderson K.;14,0;17,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,1;;;1,65;2,2;1,73;2,24;2435,0;1775,0;;;1,62;2,2;1,61;2,25;1,73;2,28;1,66;2,17
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Ward J.;Garcia-Lopez G.;148,0;32,0;6,0;2,0;3,0;6,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;2,5;1,5;;;2,5;1,5;2,57;1,57;383,0;1143,0;;;2,5;1,5;2,5;1,53;2,62;1,57;2,49;1,52
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Cilic M.;Lopez F.;19,0;16,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,4;2,75;;;1,42;2,8;1,47;2,9;1755,0;1850,0;;;1,44;2,62;1,44;2,75;1,5;2,95;1,43;2,74
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Pospisil V.;Stepanek R.;46,0;35,0;5,0;7,0;6,0;1,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,83;1,83;;;1,85;1,9;2,12;1,81;965,0;1095,0;;;1,8;1,91;1,8;2,0;2,12;2,05;1,86;1,9
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Ginepri R.;Thiem D.;232,0;44,0;6,0;3,0;5,0;7,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;2,75;1,4;;;2,7;1,45;2,84;1,49;213,0;987,0;;;2,75;1,4;2,75;1,44;2,84;1,5;2,69;1,45
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Seppi A.;Giraldo S.;52,0;30,0;4,0;6,0;6,0;2,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,8;1,9;;;1,85;1,9;1,85;2,06;890,0;1195,0;;;1,83;1,83;1,83;1,9;1,93;2,06;1,84;1,91
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Youzhny M.;Tsonga J.W.;25,0;10,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,75;1,25;;;4,0;1,22;4,23;1,27;1495,0;2910,0;;;3,75;1,25;3,8;1,25;4,23;1,3;3,83;1,25
